序号,1.您的性别是：,2.您的年龄段：,3.您目前的职业是：,4.您目前的家庭收入情况为：,5.您是否了解人工智能这一概念？,6.您所认为的人工智能是什么?,7. 您是否拥有或使用过人工智能设备在家庭生活中？（如智能家居、健康追踪设备、无人驾驶汽车、智能娱乐设备等）,8. 如果您拥有或使用过智能家居等人工智能设备，您认为它们对家庭生活的影响如何？,9. 您认为人工智能在家庭生活中的主要应用领域是什么？,10. 你认为人工智能在家庭生活中可能存在的问题是什么？,11. 您认为人工智能对现在的家庭生活有着怎样的影响？,12. 您认为人工智能在未来家庭生活中的发展方向是什么？,13. 您是否认为人工智能在家庭生活中的发展应该注重什么？,14. 您是否担心人工智能会取代人类在家庭生活中的角色？,15. 您是否认为人工智能在家庭生活中的应用需要更多的监管与规范？,16. 您认为未来人工智能会成为家庭生活中的主流吗？,17.您是否想要在未来家庭生活中尝试使用人工智能设备？（如智能家居、健康追踪设备、无人驾驶汽车、智能娱乐设备等）,18.您最想在未来家庭生活中尝试的人工智能设备是什么？,19.您不想在家庭生活中使用人工智能设备的原因是：,20. 您对人工智能在家庭生活中的发展有什么期待或建议？,Q6_(跳过),Q6_一种模拟人类智能行为的计算机系统或机器,Q6_其他（请注明）,Q6_其他（请注明）〖智力化结构思维〗,Q6_就是机器人,Q8_(跳过),Q8_提高了生活的便利性,Q8_提高了生活的娱乐性,Q8_提高了生活的安全性,Q8_提高了生活的舒适度,Q9_(跳过),Q9_健康监测与管理,Q9_儿童教育与娱乐,Q9_其他（请注明）〖ChatGPT〗,Q9_家庭安全与监控,Q9_日常出行,Q9_智能家居控制,Q9_社交与娱乐,Q9_购物与消费,Q10_(跳过),Q10_人机关系失衡,Q10_其他（请注明）〖不可能完全替代人〗,Q10_对人类智力的替代性威胁,Q10_技术故障与不稳定性,Q10_社会交往与互动的减少,Q10_隐私安全问题,Q12_(跳过),Q12_更个性化的智能助理,Q12_更智能化的儿童教育与娱乐,Q12_更智能化的家居设备,Q12_更智能化的家庭健康管理,Q12_更智能化的家庭安全与监控,Q13_(跳过),Q13_与人的情感交流,Q13_个性化体验,Q13_其他（请注明）,Q13_其他（请注明）〖更便宜〗,Q13_其他（请注明）〖重视〗,Q13_安全性能提升（隐私保护、防监控等）,Q13_完善技术,Q13_平衡人机关系,Q13_更加便利,Q18_(跳过),Q18_健康追踪系统（监控睡眠状况、血压水平等）,Q18_其他（请注明）,Q18_其他（请注明）〖育儿智能助手，智能养老助手〗,Q18_其他（请注明）〖重视起来〗,Q18_无人驾驶汽车,Q18_智能娱乐设备,Q18_智能家居,Q18_智能车载,Q19_(跳过),Q19_价格太贵,Q19_其他（请注明）,Q19_安全性不确定（担心监视、信息泄露等）,Q19_更喜欢遵循传统
208,1,4,2,1,1,就是机器人┋一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋对人类智力的替代性威胁┋社会交往与互动的减少,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）┋与人的情感交流,0.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),提高安全性,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
209,0,4,2,1,2,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋日常出行┋儿童教育与娱乐,隐私安全问题┋人机关系失衡┋对人类智力的替代性威胁,2.0,更智能化的家居设备┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋个性化体验┋安全性能提升（隐私保护、防监控等）,1.0,3.0,1.0,1.0,无人驾驶汽车┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
210,1,5,2,1,2,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋对人类智力的替代性威胁,2.0,更智能化的家居设备┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,0.0,3.0,2.0,1.0,智能家居┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),老年人的照顾和健康检测,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
211,0,1,0,1,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋购物与消费┋社交与娱乐,隐私安全问题┋技术故障与不稳定性┋社会交往与互动的减少,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,1.0,3.0,1.0,1.0,智能家居┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),暂无,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
212,0,5,6,1,2,就是机器人┋一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,家庭安全与监控┋日常出行┋购物与消费┋社交与娱乐,隐私安全问题┋社会交往与互动的减少,2.0,更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋更加便利┋安全性能提升（隐私保护、防监控等）,0.0,3.0,2.0,1.0,无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),各个方面的安全！,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
213,1,1,0,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋社会交往与互动的减少,1.0,更个性化的智能助理,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）┋与人的情感交流,0.0,3.0,1.0,1.0,智能家居┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
214,0,1,0,0,2,就是机器人┋一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋儿童教育与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋社会交往与互动的减少,1.0,更智能化的家居设备┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,0.0,3.0,1.0,1.0,智能家居┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),期待更简单便捷便宜的人工智能,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
215,0,1,0,2,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性,智能家居控制┋健康监测与管理┋日常出行┋社交与娱乐,隐私安全问题┋技术故障与不稳定性,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋安全性能提升（隐私保护、防监控等）,0.0,3.0,1.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),无,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
216,0,1,0,3,3,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋儿童教育与娱乐,隐私安全问题┋技术故障与不稳定性┋社会交往与互动的减少,2.0,更智能化的家居设备┋更智能化的家庭健康管理,更加便利┋平衡人机关系,1.0,3.0,2.0,1.0,智能家居┋智能车载,(跳过),.,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
217,0,5,1,1,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控,隐私安全问题┋技术故障与不稳定性,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理,完善技术┋更加便利┋个性化体验,0.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车,(跳过),无,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
218,0,4,2,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控,隐私安全问题┋技术故障与不稳定性┋对人类智力的替代性威胁,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理,完善技术┋更加便利,1.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
219,1,4,1,1,1,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度,智能家居控制┋家庭安全与监控,隐私安全问题┋技术故障与不稳定性┋社会交往与互动的减少,2.0,更智能化的家居设备┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋安全性能提升（隐私保护、防监控等）,0.0,3.0,1.0,1.0,智能家居┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
220,1,2,4,0,1,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的娱乐性,日常出行,对人类智力的替代性威胁,0.0,更智能化的儿童教育与娱乐,更加便利,0.0,1.0,0.0,1.0,智能家居,(跳过),无,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
221,1,3,7,1,2,就是机器人┋一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋儿童教育与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋对人类智力的替代性威胁,1.0,更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,1.0,3.0,1.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
222,0,5,7,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋家庭安全与监控┋儿童教育与娱乐,技术故障与不稳定性┋社会交往与互动的减少,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理,完善技术┋更加便利,0.0,2.0,1.0,1.0,智能家居┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
223,1,3,1,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋社会交往与互动的减少,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋个性化体验┋平衡人机关系,0.0,2.0,0.0,1.0,无人驾驶汽车┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
224,0,5,1,1,1,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋家庭安全与监控,隐私安全问题┋人机关系失衡,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭安全与监控,完善技术┋个性化体验┋安全性能提升（隐私保护、防监控等）,1.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),无,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
225,0,1,2,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控,隐私安全问题┋人机关系失衡┋技术故障与不稳定性,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,0.0,3.0,1.0,0.0,(跳过),价格太贵┋安全性不确定（担心监视、信息泄露等）,无,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
226,0,5,1,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控,隐私安全问题┋技术故障与不稳定性,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,0.0,3.0,1.0,1.0,智能家居┋无人驾驶汽车┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),期待高质量高性能的智能产品进入普通家庭,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
227,0,4,1,1,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋社交与娱乐,隐私安全问题┋技术故障与不稳定性┋社会交往与互动的减少,1.0,更智能化的家庭安全与监控,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）┋与人的情感交流,1.0,3.0,2.0,1.0,智能家居,(跳过),无,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
228,1,1,0,1,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋社交与娱乐,隐私安全问题┋技术故障与不稳定性,2.0,更智能化的家居设备┋更个性化的智能助理,完善技术┋更加便利┋安全性能提升（隐私保护、防监控等）,0.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
229,1,2,1,1,1,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋社交与娱乐,人机关系失衡┋技术故障与不稳定性┋社会交往与互动的减少,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的儿童教育与娱乐,完善技术┋个性化体验,0.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),是生活更便利,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
230,0,1,0,1,1,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的安全性┋提高了生活的舒适度,智能家居控制┋家庭安全与监控,隐私安全问题┋技术故障与不稳定性,2.0,更智能化的家居设备┋更个性化的智能助理,完善技术┋更加便利┋平衡人机关系,0.0,1.0,2.0,1.0,智能家居┋智能车载,(跳过),无,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
231,1,5,1,1,2,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控,隐私安全问题┋技术故障与不稳定性,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋更加便利┋个性化体验,1.0,3.0,2.0,0.0,(跳过),安全性不确定（担心监视、信息泄露等）,安全与智慧,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
232,0,1,0,2,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行,隐私安全问题┋技术故障与不稳定性,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋个性化体验┋安全性能提升（隐私保护、防监控等）,0.0,1.0,2.0,1.0,智能家居┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),解放双手,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
233,1,4,1,1,1,就是机器人┋一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋社会交往与互动的减少,1.0,更个性化的智能助理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,1.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
234,0,5,1,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行,隐私安全问题┋对人类智力的替代性威胁,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,更加便利┋安全性能提升（隐私保护、防监控等）,0.0,3.0,0.0,1.0,智能家居┋无人驾驶汽车┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
235,1,4,2,2,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的舒适度,智能家居控制┋健康监测与管理┋家庭安全与监控┋购物与消费,隐私安全问题,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控,完善技术┋更加便利┋安全性能提升（隐私保护、防监控等）,0.0,3.0,2.0,1.0,智能家居┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),提高人工智能的安全和可靠性,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
236,0,1,0,1,2,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的舒适度,儿童教育与娱乐┋社交与娱乐,技术故障与不稳定性┋对人类智力的替代性威胁┋社会交往与互动的减少,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）┋与人的情感交流,0.0,2.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),唔,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
237,1,1,0,0,2,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制,隐私安全问题┋技术故障与不稳定性,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理,个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）,0.0,3.0,2.0,1.0,智能家居,(跳过),希望智能家居能普及到普通老百姓,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
238,0,1,0,1,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡┋技术故障与不稳定性┋对人类智力的替代性威胁┋社会交往与互动的减少,0.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）┋与人的情感交流,1.0,3.0,2.0,1.0,无人驾驶汽车,(跳过),能加强家庭直接的关系而不是像瓦力机器人里面那样,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
239,0,4,1,2,1,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋技术故障与不稳定性┋社会交往与互动的减少,1.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋个性化体验┋平衡人机关系┋安全性能提升（隐私保护、防监控等）┋与人的情感交流,1.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
240,0,4,1,1,2,一种模拟人类智能行为的计算机系统或机器,否,(跳过),智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋更加便利┋个性化体验┋安全性能提升（隐私保护、防监控等）,0.0,3.0,2.0,1.0,智能家居┋无人驾驶汽车┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）┋智能娱乐设备,(跳过),无,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
241,0,5,1,2,3,一种模拟人类智能行为的计算机系统或机器,是,提高了生活的便利性┋提高了生活的安全性┋提高了生活的舒适度┋提高了生活的娱乐性,智能家居控制┋健康监测与管理┋家庭安全与监控┋日常出行┋儿童教育与娱乐┋购物与消费┋社交与娱乐,隐私安全问题┋人机关系失衡,2.0,更智能化的家居设备┋更个性化的智能助理┋更智能化的家庭健康管理┋更智能化的家庭安全与监控┋更智能化的儿童教育与娱乐,完善技术┋个性化体验┋与人的情感交流,0.0,2.0,2.0,1.0,智能家居┋智能车载┋健康追踪系统（监控睡眠状况、血压水平等）,(跳过),无,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
